Rank,Album Name,Artist Name,Rating,Number of Rating,Release Year
59,Deixademe morrer no bosque,Sangre de Muérdago,3.61,196,2013
60,Black Is Beautiful,Dean Blunt & Inga Copeland,3.56,3403,2012
61,She Said,Colour Haze,3.59,426,2012
62,Gunmen,Orden Ogan,3.58,375,2017
63,Still Smiling,Teho Teardo & Blixa Bargeld,3.57,649,2013
64,Djinn,Lingua Nada,3.58,353,2019
65,Long Distance Trip,Samsara Blues Experiment,3.56,1178,2010
66,Felt,Nils Frahm,3.56,1332,2011
67,The Liberation,Disillusion,3.55,660,2019
68,Sceneries,Sylvan,3.57,210,2012
69,Gateway to the Antisphere,Sulphur Aeon,3.55,824,2015
70,Wotan Redivivus,Bilskirnir,3.56,210,2013
71,Easton Hope,Orden Ogan,3.56,338,2010
72,Domedon Doxomedon,Necros Christos,3.55,299,2018
73,Zabójstwo liryczne 3.0,Sentino,3.56,230,2019
74,Sangre de Muérdago,Sangre de Muérdago,3.7,496,2010
75,Kunst ist eine besitzergreifende Geliebte,Prezident,3.57,158,2013
76,Rivers and Streams,Lubomyr Melnyk,3.56,320,2015
77,Carnal Confessions,Fvneral Fvkk,3.66,379,2019
78,Como una ola de fuerza y luz; .....sofferte onde serene... / unfolding waves... con luigi nono,Luigi Nono / Paulo de Assis,3.54,166,2018
79,Untitled,Hype Williams,3.54,878,2010
80,To the End,Orden Ogan,3.56,448,2012
81,Til det Bergens skyggene,Til det Bergens Skyggene,3.56,459,2011
82,Stellar,Der Weg einer Freiheit,3.54,652,2015
83,Life Changing Moments Seem Minor in Pictures,C418,3.55,505,2010
84,Touchstones,Subsignal,3.56,183,2011
85,Ušumgal Kalamma,Herbst9,3.56,226,2011
86,Rastlos,Finsterforst,3.55,314,2012
87,Philharmonics,Agnes Obel,3.53,1476,2010
88,Unyielding,Eternity's End,3.54,259,2018
89,The Old Man and the Spirit,Beyond the Bridge,3.55,199,2012
90,The Sacrament of Sin,Powerwolf,3.51,876,2018
91,Noite,Sangre de Muérdago,3.56,262,2018
92,Beyond the Realm,Diabolic Night,3.57,182,2019
93,.neon,Lantlôs,3.51,2556,2010
94,Trance of Death,Venenum,3.54,680,2017
95,Corollaries,Lubomyr Melnyk,3.55,229,2013
96,Vision Wallows in Symphonies of Light,Ingurgitating Oblivion,3.54,431,2017
97,Anthropocentric,The Ocean,3.52,1295,2010
98,The Seraphic Clockwork,Vanden Plas,3.54,322,2010
99,Plays John Coltrane and Langston Hughes. African Mystic Music,Raphael Rogiński,3.55,239,2015
100,"Find Out What Happens When People Stop Being Polite, and Start Gettin' Reel",Hype Williams,3.51,1938,2010
