Rank,Album Name,Artist Name,Rating,Number of Rating,Release Year
80,Stadtaffe,Peter Fox,3.62,596,2008
81,Neon Golden,The Notwist,3.6,4630,2002
82,"Reise, Reise",Rammstein,3.58,6627,2004
83,La Chambre D'Echo - Where the Dead Birds Sing,Sopor Aeternus & The Ensemble of Shadows,3.65,231,2004
84,The Abtomatic Misterzinger Mambo Chic,Charlie Megira צ'ארלי מגירה,3.62,1427,2001
85,Memoryhouse,Max Richter,3.6,2098,2002
86,Sunkissed,Guitar,3.62,1208,2002
87,Zazal,Egschiglen,3.62,692,2002
88,Corrasion,Nadja,3.64,316,2007
89,Ovalcommers,Oval,3.62,600,2001
90,Body Riddle,Clark,3.61,2608,2006
91,Fragmentim Rock'n'Rolliim (Rock'n'Roll Fragments),Charlie Megira and The Hefker Girl,3.64,260,2003
92,"IBM 1401, a User's Manual",Jóhann Jóhannsson,3.62,773,2006
93,Hellfire Club,Edguy,3.58,1273,2004
94,Kruzifixxion,Katharsis,3.62,565,2003
95,Einstweilige Vernichtung,Yacøpsæ,3.63,350,2001
96,The Art of Navigating by the Stars,Sieges Even,3.6,691,2005
97,A Strangely Isolated Place,Ulrich Schnauss,3.6,2078,2003
98,Mandrake,Edguy,3.59,1145,2001
99,Zweilicht,Kante,3.62,357,2001
100,The Masquerade Ball,Axel Rudi Pell,3.62,352,2000
