Rank,Album Name,Artist Name,Rating,Number of Rating,Release Year
45,We Already Lost the World,Birds in Row,3.58,1482,2018
46,L'être et la nausée,Ataraxie,3.6,308,2013
47,The Furnaces of Palingenesia,Deathspell Omega,3.55,3383,2019
48,V: The Inside Scriptures,Aosoth,3.58,766,2017
49,Become Ocean,John Luther Adams / Seattle Symphony / Ludovic Morlot,3.58,597,2014
50,Félicité Thösz,Magma,3.59,640,2012
51,Inhüma,Esoctrilihum,3.57,828,2018
52,Mavra Froudia,Stelios Petrakis / Efrén López & Bijan Chemirani,3.62,172,2011
53,777 - Cosmosophy,Blut aus Nord,3.56,1950,2012
54,I,Epitaphe,3.59,290,2019
55,Brossaklitt,PoiL,3.56,407,2014
56,III: Violence & Variations,Aosoth,3.57,651,2011
57,Prokopton,Aephanemer,3.57,436,2019
58,Bran coucou,PinioL,3.58,338,2018
59,Projet Blue Beam,Freeze Corleone,3.56,405,2018
60,Petrichor,Keor,3.59,184,2018
61,La cité des vents,Aorlhac,3.57,354,2010
62,Open Me,Guillaume Perret & The Electric Epic,3.59,170,2014
63,Cranks,Grant,3.56,505,2016
64,The Broken Man,Matt Elliott,3.54,1314,2012
65,Film of Life,Tony Allen,3.58,210,2014
66,Occult Rock,Aluk Todolo,3.53,1339,2012
67,Dangerous Days,Perturbator,3.52,2925,2014
68,The Uncanny Valley,Perturbator,3.52,2269,2016
69,Bordeaux,Robin Guthrie & Harold Budd,3.56,335,2011
70,Brotherocean,Syd Matters,3.57,216,2010
71,"You, Me & the Violence",Birds in Row,3.53,1055,2012
72,Elysian Magnetic Fields,Dirge,3.55,373,2011
73,Hallelujah,Igorrr,3.49,2652,2012
74,Ark,Brendan Perry,3.53,827,2010
75,Exophobia,qebrµs,3.56,250,2012
76,Sus,PoiL,3.53,475,2019
77,The Telluric Ashes of the Ö Vrth Immemorial Gods,Esoctrilihum,3.53,907,2019
78,Les failles,Pomme,3.54,435,2011
79,The Hypnoflip Invasion,Stupeflip,3.49,473,2019
80,Ausserwelt,Year of No Light,3.52,1080,2010
81,Februus,Uneven Structure,3.5,869,2011
82,Tales of the Sands,Myrath,3.51,1022,2011
83,Psycho Tropical Berlin,La Femme,3.5,2240,2013
84,Then Fell the Ashes...,TwinSisterMoon,3.55,266,2010
85,"Hurry Up, We're Dreaming",M83,3.46,9605,2011
86,Cosmicism,The Great Old Ones,3.52,697,2019
87,Deathcade,Nocturnal Depression,3.53,289,2017
88,A Maze of Recycled Creeds,Gorod,3.51,654,2015
89,L'esprit des vents,Aorlhac,3.52,607,2018
90,Beyond the Veil,Natural Snow Buildings,3.51,627,2012
91,Ici le jour (a tout enseveli),Feu! Chatterton,3.54,265,2015
92,Upheaval of the Soul,Christicide,3.54,212,2013
93,A Perfect Absolution,Gorod,3.5,701,2012
94,Le grand voyage,Klone,3.52,303,2019
95,Exile,Regarde les hommes tomber,3.52,522,2015
96,La fin de l'espèce,Klub des Loosers,3.48,336,2012
97,Dancing in Tomelilla,Cool Quartett / Lina Nyberg / Éric La Casa,3.5,516,2012
98,Banlieue triste,Hangman's Chair,3.52,291,2018
99,The Dark,The Third Eye Foundation,3.5,1179,2010
100,Anthology IV: The Tragedy of Nerak,Akphaezya,3.53,211,2012
